'UNK', 'unknown', 'None', 'NULL', 'None', 'None', 'None', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'S51', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'S52', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'S53', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'S54', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'glycoprotein', 0
'S55', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'S56', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'S57', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'S58', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'S59', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'S60', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'S61', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'S62', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'S63', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'S64', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'F81', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'S65', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'nd', 0
'S66', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'nd', 0
'S21', 'None', 'None', 'NULL', 'NULL', 'None', 'NULL', 'None', 'yes', 'ion channel', 'NULL', 'NULL', 'integral membrane protein, essential for virus uncoating.', 'extracellular orientation', 'ionic channel (mb protein)', 0
'F83', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'F82', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'F84', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'F85', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'F86', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'F87', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'F88', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'F89', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'F90', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'F91', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'F92', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'F93', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'F94', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'F95', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'F96', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'F97', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'F98', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'F99', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'F100', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'F101', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'F102', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'F103', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'F104', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'F105', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'F106', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'F107', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'M10', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'nd', 0
'F108', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'F109', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'nd', 1
'F110', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'nd', 1
'M12', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'yes', 'None', 'underlies lipid bilayer; interacts with RNPs and NS2', 'NULL', 'NULL', 'NULL', 'nd', 0
'M11', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'yes', 'NULL', 'underlies lipid bilayer; interacts with RNPs and NS2', 'NULL', 'NULL', 'NULL', 'nd', 0
'M13', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'yes', 'NULL', 'underlies lipid bilayer; interacts with RNPs and NS2', 'NULL', 'NULL', 'NULL', 'nd', 'NULL'
'F111', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'nd', 1
'F112', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'nd', 1
'F113', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'nd', 1
'F114', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'polymerase', 1
'F115', 'Polymerase', 'NULL', 'orthomyxoviridae', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'Polymerase', 1
'F116', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'F117', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'F118', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'nd', 1
'F119', 'None', 'posttranscriptional regulator', 'NULL', 'NULL', 'N-terminus constitutes the RNA-binding domain', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'posttranscriptional regulator', 0
'F120', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'F121', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'DISF10', 'N-tail', 'NULL', 'NULL', 'NULL', 'Ntail: function of recruitment of P (and thus, complex L-P)', 'None', 'None', 'yes', 'encapsidation of the genomic and anti-genomic ARN', 'NULL', 'NULL', 'NULL', 'NULL', 'disorder', 0
'F123', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'nd', 0
'S67', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'nd', 0
'F124', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'F125', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'F126', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'F127', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'F128', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'F129', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'F130', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'F131', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'F132', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'F133', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'F134', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'F135', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'F136', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'F137', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'F138', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'F139', 'None', 'polymerase', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'F140', 'None', 'cofactor in polymerase complex', 'NULL', 'NULL', 'NULL', 'There is no evidence that VP35 is phosphorylated. Nervertheless, it appears that this protein has an essential role as a cofactor in transcription and replication, similar to that of the P proteins of other NNS viruses.', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'cofactor in polymerase complex', 1
'F141', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'F142', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'F143', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'F144', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'F145', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'F146', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'F147', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'F148', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'F149', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'F150', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'F151', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'F152', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'F153', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'F154', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'S68', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'F155', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'F156', 'No binding region', 'NULL', 'NULL', 'NULL', 'Region of interaction between the Phosphoprotein and monomeric form of Nucleoprotein.', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'nd', 1
'F157', 'X domain', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'X domain', 1
'F158', 'X domain', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'X domain', 1
'F159', 'X domain', 'NULL', 'Paramyxoviridae, rubulavirus', 'NULL', 'Characterization of Nucleocapsid Binding by the Measles Virus and Mumps Virus Phosphoproteins.Richard L. Kingston, Walter A. Baase, and Leslie S. GayJ. Virol. 2004;78 8630-8640', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'X domain', 0
'F160', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'F161', 'None', 'regulatory factor', 'NULL', 'NULL', 'M2-2 has a role in regulating RNA synthesis. ', 'The M2-2 ORF is expressed by a translational termination-reinitition mechanism.', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'regulatory factor of RNA synthesis', 1
'F162', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'nd', 1
'S70', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'yes', 'membrane protein', 'NULL', 'NULL', 'NULL', 'NULL', 'membrane protein', 0
'S22', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'yes', 'ion channel', 'NULL', 'NULL', 'integral membrane protein, essential for virus uncoating. ', 'cytoplasmic tail', 'ionic channel (mb protein)', 0
'M15', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'nd', 0
'S71', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'nd', 0
'S72', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'nd', 0
'S73', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'nd', 0
'S74', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'S75', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'S76', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'S77', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'S78', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'nd', 0
'S79', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'nd', 0
'S80', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'nd', 0
'S81', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'nd', 0
'S82', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'nd', 0
'S83', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'F163', 'nucleocapsid', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'yes', 'encapsidation of the genomic and anti-genomic ARN', 'NULL', 'NULL', 'NULL', 'NULL', 'encapsidation RNA protein', 1
'F164', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'F165', 'nucleocapsid', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'yes', 'encapsidation of the genomic and anti-genomic ARN', 'NULL', 'NULL', 'NULL', 'NULL', 'encapsidation RNA protein', 1
'F166', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'nd', 0
'F167', 'nucleocapsid', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'yes', 'encapsidation of the genomic and anti-genomic ARN', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'F168', 'Polymerase', 'Polymerase', 'Pestivirus', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'F169', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'F170', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'F171', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'F172', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'F173', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'S84', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'glycoprotein', 0
'S85', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'nd', 0
'S86', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'nd', 0
'F174', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'nd', 1
'M16', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'nd', 0
'M17', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'F175', 'None', 'None', 'NULL', 'NULL', 'None', 'NULL', 'None', 'yes', 'encapsidation of the genomic and anti-genomic ARN', 'NULL', 'NULL', 'NULL', 'NULL', 'RNA encapsidation protein', 0
'M18', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'nd', 0
'F176', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'nd', 1
'F177', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'F178', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'nd', 1
'F179', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'nd', 1
'F180', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'nd', 1
'F181', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'nd', 1
'F182', 'None', 'interaction with Nucleoprotein', 'NULL', 'NULL', 'None', 'NULL', 'a/b', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'nd', 0
'F183', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'nd', 1
'F184', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'F185', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'F186', 'None', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'None', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL'
'F187', 'None', 'cofactor polymerase', 'NULL', 'NULL', 'NULL', 'NULL', 'OB-fold', 'no', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'cofactor polymerase', 0
